job_id,job_name,company_name,job_location,job_link,query
a3a048ad2c44f0e2,WFM Analyst - Reporting & Analytics,"Stark Asia Solutions, Inc",Cebu City,https://ph.indeed.com/viewjob?jk=a3a048ad2c44f0e2,data analyst
6fbf0a06631f8ae7,Data Governance Data Analyst | Hybrid,Lexmark Research and Development Corporation,Cebu City,https://ph.indeed.com/viewjob?jk=6fbf0a06631f8ae7,data analyst
d972d033f56f5019,Logistics Data Analyst - EMEA & AMR,Trax Group,6000,https://ph.indeed.com/viewjob?jk=d972d033f56f5019,data analyst
d6dd235c9b9e96f0,PowerBI Reporting Analyst,QBE,Cebu,https://ph.indeed.com/viewjob?jk=d6dd235c9b9e96f0,data analyst
291964fb9debb4db,Business Analyst,North Trend Marketing Corporation,Cebu City,https://ph.indeed.com/viewjob?jk=291964fb9debb4db,data analyst
c21272e0a286d5da,Reports Analyst Supervisor,Foundever,Cebu City,https://ph.indeed.com/viewjob?jk=c21272e0a286d5da,data analyst
9cb9284157c4a0dd,Project Analyst,QBE,Cebu,https://ph.indeed.com/viewjob?jk=9cb9284157c4a0dd,data analyst
bbd404a3bd578a0d,Risk Analyst (Non-Voice),Interactech Solution Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=bbd404a3bd578a0d,data analyst
e751ed19340641f6,Logistics Analyst,Teradyne,Lapu-Lapu City,https://ph.indeed.com/viewjob?jk=e751ed19340641f6,data analyst
1235fec96cc1530f,"Software Business Analyst (on-site, Shifts, Cebu City)",DNA Micro Software Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=1235fec96cc1530f,data analyst
905ec80b4e85c477,Sr. Business Analyst-Cebu City,Tech Mahindra,Cebu City,https://ph.indeed.com/viewjob?jk=905ec80b4e85c477,data analyst
c818b78eece1d3a5,Risk Analyst (Non-voice),"Interactech Solutions Inc,",Cebu City,https://ph.indeed.com/viewjob?jk=c818b78eece1d3a5,data analyst
7cb92dd3511a33f0,Data Governance Data Analyst,"Lexmark International, Inc.",Cebu,https://ph.indeed.com/viewjob?jk=7cb92dd3511a33f0,data analyst
